,Unnamed: 0,Incident ID,Incident Date,State,City Or County,Address,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested
2371,2382,1321021,2019-02-06,New York,Brooklyn,1778 Fulton St,1,3,0,0,0
2372,2383,1321093,2019-02-05,Texas,San Antonio,538 Hot Wells Blvd,2,2,0,0,1
2373,2384,1319333,2019-02-04,District of Columbia,Washington,2341 Pennsylvania Ave SE,0,5,0,0,1
2374,2385,1319325,2019-02-04,Louisiana,Baton Rouge,4000 block of Topeka St,0,4,0,0,0
2375,2386,1320286,2019-02-03,California,Palm Springs,E Sunny Dunes Rd and El Placer Rd,4,0,0,0,1
2376,2387,1318391,2019-02-03,Illinois,Chicago,938 E 75th St,2,5,0,0,0
2377,2388,1318187,2019-02-01,California,San Diego,6800 block of Springfield St,0,4,0,0,0
2378,2389,1314253,2019-01-27,Alabama,Birmingham,Avenue O and Warrior Rd,0,5,0,0,0
2379,2390,1312391,2019-01-26,Georgia,Albany,300 block of W Roosevelt,0,4,0,0,0
2380,2391,1312463,2019-01-26,Indiana,Indianapolis,2957 N Sherman Dr,0,5,0,0,1
2381,2392,1313291,2019-01-26,New Jersey,Newark,612 Bergen St,1,3,0,0,0
2382,2393,1312284,2019-01-26,Louisiana,Gonzales,42350 Church Point Rd,5,0,0,0,1
2383,2394,1310775,2019-01-24,Pennsylvania,State College,1450 S Atherton St,3,1,1,0,0
2384,2395,1310397,2019-01-24,Georgia,Rockmart,319 Williamson St,4,1,0,0,1
2385,2396,1309114,2019-01-23,Florida,Sebring,1901 US 27 S,5,0,0,0,1
2386,2397,1306920,2019-01-20,Florida,Miami,26133 SW 139th Ave,0,4,0,0,0
2387,2398,1305563,2019-01-19,Pennsylvania,Lebanon,1140 Church St,0,4,0,0,2
2388,2399,1305294,2019-01-19,Texas,Houston,7041 Sherman St,0,0,3,1,0
2389,2400,1305679,2019-01-19,South Carolina,Gaffney,1435 Wilcox Ave,1,4,0,0,1
2390,2401,1305516,2019-01-19,Illinois,Chicago,4400 block of W Madison St,0,4,0,0,0
2391,2402,1305538,2019-01-19,Florida,Jacksonville,11445 Brian Lakes Drive,2,2,1,0,0
2392,2403,1303486,2019-01-17,Kentucky,Owensboro,940 Audubon Ave,3,1,0,0,2
2393,2404,1302060,2019-01-16,Florida,Jacksonville,Emerson St and Spring Park Rd,1,5,0,0,0
2394,2405,1303303,2019-01-16,California,Palmdale,Ranch Center Dr and 40th St W,3,1,0,0,1
2395,2406,1301778,2019-01-15,Arkansas,Little Rock,5420 Baseline Rd,1,3,0,1,1
2396,2407,1299680,2019-01-13,Arizona,Phoenix,2445 E Van Buren St,1,4,0,1,0
2397,2408,1295294,2019-01-06,New Mexico,Roswell,1300 block of W College Blvd,0,4,0,0,1
2398,2409,1293054,2019-01-04,California,Torrance,22501 Hawthorne Blvd,3,4,0,0,1
2399,2410,1292684,2019-01-04,Virginia,Hurt,3197 Shula Dr,2,2,1,0,0
2400,2411,1291779,2019-01-02,Arkansas,Jonesboro,3516 Galaxy St,1,3,0,0,2
2401,2412,1289877,2019-01-01,South Carolina,Columbia,1709 Decker Blvd,0,5,0,0,0
2402,2413,1289618,2019-01-01,Florida,Tallahassee,2020 W Pensacola St,0,5,0,0,0
2403,2414,1289686,2018-12-31,Ohio,Cleveland,4462 Denison Ave,3,2,0,0,0
2404,2415,1288376,2018-12-29,Ohio,Lima,904 S Main St,1,3,0,0,1
2405,2416,1287286,2018-12-28,Missouri,Saint Charles,150 Whetstone Dr,4,0,0,1,1
2406,2417,1284586,2018-12-24,Louisiana,Lutcher,2176 Main St,2,2,0,0,2
2407,2418,1283229,2018-12-23,Missouri,Springfield,1042 W College St,1,6,0,0,1
2408,2419,1282704,2018-12-22,Nevada,Las Vegas,3528 S Maryland Pkwy,0,4,0,0,0
2409,2420,1279617,2018-12-18,Maryland,Baltimore,3942 Park Heights Ave,0,4,0,1,1
2410,2421,1277327,2018-12-15,Florida,Miami,239 NW 16th St,0,5,0,0,0
2411,2422,1277411,2018-12-14,Colorado,Colorado Springs,700 block of Geiger Ct,1,3,0,0,2
2412,2423,1276091,2018-12-13,Pennsylvania,Philadelphia,4505 N Broad St,0,4,0,0,0
2413,2424,1276298,2018-12-11,Louisiana,Natchitoches,Caspari St and University Pkwy,1,3,0,0,0
2414,2425,1272855,2018-12-09,Wisconsin,Madison,3554 E Washington Ave,0,4,0,0,2
2415,2426,1273161,2018-12-08,California,Inglewood,801 S Inglewood Ave,0,5,0,0,0
2416,2427,1272106,2018-12-08,New York,Corona (Queens),89-25 130th St,0,5,0,0,1
2417,2428,1267682,2018-12-01,Florida,Miami,NW Fifth Ave and NW Eighth St,0,5,0,0,0
2418,2429,1266937,2018-11-26,Tennessee,Powell,Tammy Dr,0,4,0,0,2
2419,2430,1262814,2018-11-25,Alabama,Demopolis,Floyd St and Field St,2,2,0,0,0
2420,2431,1263332,2018-11-25,California,Oakland,1000 block of 24th St,0,4,0,0,0
2421,2432,1263086,2018-11-25,Texas,Houston,4500 block of Yale St,1,3,0,0,0
2422,2433,1262013,2018-11-23,Florida,Miami,5801 NW 27th Ave,2,5,0,0,0
2423,2434,1261351,2018-11-22,Indiana,Fort Wayne,6100 block of Downingtown Dr,3,2,0,0,2
2424,2435,1260525,2018-11-21,Missouri,Saint Louis,4200 block of Shreve Ave,0,4,0,0,0
2425,2436,1258777,2018-11-19,Colorado,Denver,1200 21st Street,1,3,0,1,2
2426,2437,1258804,2018-11-19,Pennsylvania,Philadelphia,5100 block of Malcolm St,4,0,0,0,4
2427,2438,1258009,2018-11-18,California,Los Angeles (Watts),95th St and Defiance Ave,1,3,0,1,0
2428,2439,1257508,2018-11-16,Arkansas,Little Rock,4405 W 14th St,3,1,0,0,1
2429,2440,1256435,2018-11-14,Louisiana,Baton Rouge,4896 Gus Young Ave,3,1,0,0,0
2430,2441,1254225,2018-11-13,New Mexico,Gallup,CR 1 and Defiance Draw Rd,3,1,1,0,0
2431,2442,1254084,2018-11-12,North Carolina,Dunn,4640 Woods Crossroads Rd,3,1,0,0,1
2432,2443,1253361,2018-11-11,Arizona,Globe,598 N Broad St,3,1,0,0,1
2433,2444,1249561,2018-11-07,California,Thousand Oaks,99 Rolling Oaks Dr,12,2,1,0,0
2434,2445,1246727,2018-11-03,New York,Watertown,136 Franklin St,0,5,0,0,1
2435,2446,1247019,2018-11-02,California,Long Beach (North Long Beach),5800 block of Brayton Ave,0,4,0,0,0
2436,2447,1246489,2018-11-02,Florida,Tallahassee,1950 Thomasville Rd,2,4,1,0,0
2437,2448,1245274,2018-11-01,Missouri,Springfield,906 E Locust St,3,2,0,0,1
2438,2449,1245703,2018-11-01,Minnesota,Minneapolis,3400 block of Girard Ave N,0,5,0,0,0
2439,2450,1244754,2018-10-31,Michigan,Detroit,19000 block of Langholm St,1,3,0,0,1
2440,2451,1246059,2018-10-30,California,Vallejo,Woodrow Ave and Reis Ave,2,3,0,0,0
2441,2452,1244424,2018-10-30,California,Los Angeles,65th Place and Vermont Avenue,0,5,0,0,0
2442,2453,1243331,2018-10-29,California,Riverside,3252 Mission Inn Ave,0,7,0,0,0
2443,2454,1243010,2018-10-28,Arkansas,El Dorado,2 Whites Quarters,2,2,0,0,1
2444,2455,1242807,2018-10-27,Tennessee,Memphis,4275 Lady Slipper Ln,0,5,0,0,3
2445,2456,1241819,2018-10-27,Pennsylvania,Pittsburgh,5898 Wilkins Ave,11,6,0,1,1
2446,2457,1242443,2018-10-26,New Jersey,Jersey City,77 Brinkerhoff St,1,3,0,0,2
2447,2458,1240751,2018-10-24,Illinois,Chicago,6200 block of S King Dr,0,5,0,0,0
2448,2459,1238603,2018-10-22,Illinois,Chicago,9231 S Cottage Grove Av,0,6,0,0,0
2449,2460,1237930,2018-10-21,Florida,Jacksonville,900 block of A Philip Randolph Blvd,1,5,0,0,0
2450,2461,1238052,2018-10-21,Washington,Lakewood,8722 S Tacoma Way,1,3,0,0,4
2451,2462,1234087,2018-10-16,Georgia,Atlanta,Broad St,0,4,0,0,0
2452,2463,1233663,2018-10-15,Tennessee,Columbia,1075 Carters Creek Pike,4,0,1,0,0
2453,2464,1232554,2018-10-14,Texas,Fort Worth,5310 E Rosedale St,0,4,0,0,0
2454,2465,1233563,2018-10-14,Nevada,Las Vegas,2815 W Lake Mead Blvd,3,1,0,0,1
2455,2466,1233068,2018-10-14,California,Palo Alto (East Palo Alto),2500 block of Pulgas Ave,2,2,0,0,0
2456,2467,1232288,2018-10-13,Texas,Taft,511 Wilburn St,4,1,0,0,2
2457,2468,1232018,2018-10-13,Missouri,Saint Louis,400 block of Midlothian Road,0,4,0,0,0
2458,2469,1232044,2018-10-12,South Carolina,Spartanburg,1620 John B White Sr Blvd,0,6,0,0,2
2459,2470,1231385,2018-10-12,Nevada,Las Vegas,6500 block of W Charleston Blvd,0,4,0,0,0
2460,2471,1229738,2018-10-08,Alabama,Birmingham,Joppa Ave,0,4,0,0,0
2461,2472,1226923,2018-10-06,Oklahoma,Tulsa,9453 E 31st St,0,4,0,0,0
2462,2473,1226853,2018-10-06,Texas,Houston,6802 Cullen Blvd,1,3,0,0,0
2463,2474,1226384,2018-10-06,California,Oakland,Williams St and Telegraph Ave,0,4,0,2,0
2464,2475,1226179,2018-10-04,New Mexico,Espanola (Española),1813 N Riverside Dr,1,3,0,0,3
2465,2476,1225631,2018-10-04,Georgia,Swainsboro,Lucky St,0,4,0,0,3
2466,2477,1223865,2018-10-03,South Carolina,Florence,932 Ashton Dr,2,6,0,0,1
2467,2478,1223755,2018-10-03,Pennsylvania,Philadelphia,5101 Germantown Ave,1,4,0,0,0
2468,2479,1221758,2018-10-01,Illinois,Chicago,500 block of S Michigan Ave,2,2,0,0,1
2469,2480,1221794,2018-09-30,California,Compton,1300 E Palmer St,1,3,0,0,0
2470,2481,1220912,2018-09-29,Florida,Orlando,1700 block of 24th St,1,4,0,0,2
2471,2482,1220331,2018-09-28,Pennsylvania,Philadelphia,5100 block of Haverford Ave,2,2,0,0,0
2472,2483,1217150,2018-09-24,Tennessee,Memphis,1528 Ragan St,3,2,0,0,0
2473,2484,1215987,2018-09-23,California,Bakersfield,2600 block of Chandler Court,1,4,0,0,0
2474,2485,1215954,2018-09-23,California,Baldwin Park,3700 block of Loma Lane,0,4,0,0,0
2475,2486,1215904,2018-09-22,New York,Hempstead,Dolan St,0,4,0,0,0
2476,2487,1215739,2018-09-21,District of Columbia,Washington,1800 block of Benning Rd NE,0,4,0,0,2
2477,2488,1213926,2018-09-20,Maryland,Aberdeen,1501 Perryman Rd,3,3,1,0,0
2478,2489,1214298,2018-09-20,New York,Syracuse,1317 Midland Ave,0,5,0,0,0
2479,2490,1213223,2018-09-19,Wisconsin,Middleton,1850 Deming Way,0,4,1,0,0
2480,2491,1213836,2018-09-19,Illinois,Chicago,W Cermak Rd and S State St,0,4,0,0,0
2481,2492,1213293,2018-09-19,Pennsylvania,Masontown,1 E Church St,0,4,1,0,0
2482,2493,1212984,2018-09-18,Louisiana,New Orleans (Algiers),1100 block of Sumner St,0,4,0,0,0
2483,2494,1212567,2018-09-18,Tennessee,Memphis,4622 Faronia Rd,0,4,0,0,5
2484,2495,1211659,2018-09-17,Maryland,Silver Spring,123 Amberleigh Dr,3,1,1,0,0
2485,2496,1210742,2018-09-15,Wisconsin,Milwaukee,820 S 21st St,0,4,0,0,0
2486,2497,1209006,2018-09-12,California,Bakersfield,660 Manwell Blvd,5,0,1,0,0
2487,2498,1208397,2018-09-11,Illinois,Chicago,10600 block of S Bensley Avenue,0,4,0,0,0
2488,2499,1206828,2018-09-10,Tennessee,Memphis,140 Lt George W Lee Ave,0,5,0,0,1
2489,2500,1206409,2018-09-09,Illinois,Elgin,550 S McLean Blvd,1,3,0,0,0
2490,2501,1206375,2018-09-09,Alabama,Auburn,224 W Magnolia St,1,4,0,0,2
2491,2503,1206050,2018-09-07,Minnesota,Minneapolis,2024 N Washington Ave,1,3,0,0,1
2492,2504,1204538,2018-09-06,Ohio,Cincinnati,511 Walnut St,3,2,1,0,0
2493,2505,1204486,2018-09-04,Georgia,Albany,1200 block of Gillespie Ave,0,4,0,0,1
2494,2506,1202134,2018-09-02,Texas,San Antonio,600 block of Morningview St,0,4,0,0,0
2495,2507,1202274,2018-09-02,New Jersey,Paterson,43 12th Ave,2,2,0,0,0
2496,2508,1202318,2018-09-02,Alabama,Birmingham,500 23rd St S,0,6,0,1,0
2497,2509,1201885,2018-09-02,Arkansas,Fort Smith,801 Garrison Ave,0,4,0,0,0
2498,2510,1202332,2018-09-02,California,San Bernardino,1277 East Lynwood Drive,0,8,0,0,0
2499,2511,1202437,2018-09-02,New Jersey,Trenton,Stuyvesant Ave and Bryn Mawr Ave,0,4,0,0,0
2500,2512,1201973,2018-09-01,Florida,Fort Lauderdale (Lauderhill),5225 NW 24th Ct,1,3,0,0,0
2501,2513,1201135,2018-09-01,Ohio,Cleveland,3232 Lakeside Ave East,1,7,0,0,0
2502,2514,1200904,2018-08-31,Colorado,Aurora,1900 block of Peoria St,2,2,0,1,1
2503,2515,1197278,2018-08-27,Arkansas,Pine Bluff,2600 block of W 34th Ave,1,3,0,0,0
2504,2516,1196028,2018-08-26,Florida,Jacksonville,2 Independent Dr,2,9,1,0,0
2505,2517,1195537,2018-08-25,Virginia,Richmond,4 N 18th St,0,5,0,0,0
2506,2518,1196051,2018-08-25,Tennessee,Nashville,1564 9th Ave N,1,4,0,0,0
2507,2519,1194315,2018-08-23,Pennsylvania,Philadelphia,5800 block of Oakland St,0,4,0,0,0
2508,2520,1194598,2018-08-23,Maryland,Baltimore,1700 block of Homestead St,0,4,0,0,0
2509,2521,1194057,2018-08-22,Missouri,Saint Louis,I-64 and Jefferson Ave,0,4,0,0,0
2510,2522,1192788,2018-08-21,Tennessee,Memphis,2119 E Alcy Rd,0,4,0,0,1
2511,2523,1191368,2018-08-20,Tennessee,Jackson,60 Heritage Square,1,4,0,0,0
2512,2524,1192036,2018-08-20,Ohio,Cleveland,E 94th St and Kinsman Rd,1,3,0,0,0
2513,2525,1191279,2018-08-19,Illinois,Chicago,7400 block of S Dante Ave,0,5,0,0,0
2514,2526,1190035,2018-08-18,New York,Bronx,925 Allerton Ave,0,4,0,0,1
2515,2527,1189717,2018-08-17,Illinois,Chicago,1600 block of W 65th St,0,7,0,0,0
2516,2528,1188597,2018-08-15,South Carolina,Greenwood,104 Mimosa Ct,0,5,0,0,0
2517,2529,1186888,2018-08-14,Pennsylvania,Wyncote,1000 S Easton Rd,0,5,0,0,1
2518,2530,1185622,2018-08-12,Pennsylvania,Pittsburgh,5600 block of Broad St,0,4,0,0,1
2519,2531,1185520,2018-08-12,California,Clearlake,4786 Yarrington Ct,3,1,1,0,0
2520,2532,1184607,2018-08-11,Colorado,Thornton,4050 E 100th Ave,1,3,0,0,1
2521,2533,1186061,2018-08-11,California,San Francisco,Geneva St and Mission St,1,4,0,0,1
2522,2534,1184992,2018-08-10,Missouri,Saint Louis,1515 N 13th St,0,4,0,0,1
2523,2535,1184206,2018-08-10,Michigan,Detroit,6300 block of Vinewood St,0,4,0,0,1
2524,2536,1182893,2018-08-08,New Jersey,Paterson,Mercer St and Franklin St,0,4,0,0,0
2525,2537,1182717,2018-08-08,Pennsylvania,Philadelphia,North 12th Street and West Huntingdon Street,2,4,0,0,0
2526,2538,1179935,2018-08-05,Illinois,Chicago,50 block of N Leclaire Ave,1,4,0,0,0
2527,2539,1179619,2018-08-05,Illinois,Chicago,1300 block of S Millard Ave,1,5,0,0,0
2528,2540,1179607,2018-08-05,Illinois,Chicago,1300 block of W 76th St,0,8,0,0,0
2529,2541,1179677,2018-08-05,Illinois,Chicago,900 block of S Karlov Ave,0,4,0,0,0
2530,2542,1179644,2018-08-05,Illinois,Chicago,1600 block of S Avers Ave,0,4,0,0,0
2531,2543,1179810,2018-08-04,Nevada,Las Vegas,3400 block of Coran Ln,0,6,0,0,0
2532,2544,1180161,2018-08-04,Missouri,Kansas City,E 18th St and Highland Ave,0,6,0,0,1
2533,2545,1179805,2018-08-04,Illinois,Chicago,1600 block of N Leclaire Ave,1,3,0,0,0
2534,2546,1179589,2018-08-04,Wisconsin,Milwaukee,40th St and Vliet St,0,4,0,0,0
2535,2547,1176169,2018-07-31,California,Gardena,1212 West 135th Street,2,3,0,0,1
2536,2548,1177024,2018-07-30,Georgia,Savannah,12328 Largo Dr,0,4,0,0,0
2537,2549,1175571,2018-07-30,Illinois,Chicago,1200 block of S Avers Ave,0,4,0,0,0
2538,2550,1174423,2018-07-29,Pennsylvania,York,100 block of E Maple St,0,4,0,0,0
2539,2551,1174960,2018-07-29,Arizona,Phoenix,2501 E Van Buren St,1,4,0,0,0
2540,2552,1174990,2018-07-29,Michigan,Lansing,Spring and River Street,0,4,0,0,0
2541,2553,1174190,2018-07-28,Louisiana,New Orleans,3400 S Claiborne Ave,3,7,0,0,1
2542,2554,1174527,2018-07-28,California,Los Angeles,8801 S Vermont Ave,2,4,0,0,0
2543,2555,1173476,2018-07-27,Texas,Robstown,603 East Ave J,4,0,1,0,0
2544,2556,1173637,2018-07-27,Illinois,Chicago,1100 block of S Troy St,0,4,0,0,0
2545,2557,1172224,2018-07-26,Ohio,Cleveland,18416 St Clair Ave,1,6,0,0,2
2546,2558,1173069,2018-07-26,California,Oakland,73rd Ave and Bancroft Ave,2,2,0,0,0
2547,2559,1172403,2018-07-26,Texas,Dallas,3019 South Blvd,0,6,0,0,0
2548,2560,1172333,2018-07-25,Louisiana,New Orleans,7000 block of Bullard Ave,0,4,0,0,1
2549,2561,1170482,2018-07-23,Illinois,Chicago,6400 block of S May St,0,5,0,0,0
2550,2562,1168828,2018-07-21,Maryland,Baltimore,1000 block of Dundalk Ave,0,4,0,0,0
2551,2563,1169103,2018-07-21,Illinois,Chicago,3100 block of W Fulton St,2,5,0,0,0
2552,2564,1169656,2018-07-20,Washington,Sunnyside,500 block of S 15th St,1,4,0,0,0
2553,2565,1167806,2018-07-20,New Jersey,Elizabeth,323 Irvington Ave,0,4,0,0,0
2554,2566,1166302,2018-07-18,Oklahoma,Oklahoma City,7201 Melrose Ln,0,4,0,0,4
2555,2567,1165214,2018-07-16,Florida,Palm Beach Gardens (Riviera Beach),2100 block of W 28th St,2,4,0,0,0
2556,2568,1165299,2018-07-16,Pennsylvania,Philadelphia,2100 block of N 4th St,1,4,0,0,0
2557,2569,1165183,2018-07-16,District of Columbia,Washington,300 block of 53rd St NE,1,4,0,0,10
2558,2570,1164167,2018-07-15,Colorado,Denver,50th Ave and Grant St,0,4,0,0,0
2559,2571,1164110,2018-07-15,Tennessee,Chattanooga,1400 Cowart St,0,5,0,0,0
2560,2572,1163947,2018-07-14,Maryland,Fort Washington,9500 block of Fort Foote Rd,0,4,0,0,0
2561,2573,1162785,2018-07-13,Virginia,Richmond,1401 Roseneath Rd,1,3,0,0,0
2562,2574,1162687,2018-07-12,Tennessee,Memphis,3678 Powers Rd,0,5,0,0,0
2563,2575,1162437,2018-07-11,Texas,Houston,9550 Bissonnet St,0,4,0,0,0
2564,2576,1161230,2018-07-11,Florida,Reddick,16300 block of NW Gainesville Rd,0,4,0,0,0
2565,2577,1159820,2018-07-09,Florida,Orlando,Southland Blvd and Orange Blossom Trail,1,4,0,0,2
2566,2578,1160253,2018-07-09,Delaware,Wilmington,2709 Ferris Rd,4,0,1,0,0
2567,2579,1160418,2018-07-08,Alabama,Brandon,565 US-80,0,5,0,1,0
2568,2580,1159528,2018-07-08,Tennessee,Memphis,Mount Moriah Rd and Mendenhall Rd,0,4,0,0,0
2569,2581,1158826,2018-07-07,Alabama,Wetumpka,135 Granite Way,2,2,1,0,0
2570,2582,1156480,2018-07-05,New York,Brooklyn,280 Herkimer St,0,4,0,0,0
2571,2583,1157073,2018-07-05,New York,Albany,First St and Lexington Ave,0,4,0,0,0
2572,2584,1156528,2018-07-05,California,Los Angeles,1600 block of W. 2nd Street,3,3,0,0,0
2573,2585,1156638,2018-07-05,Virginia,Virginia Beach,1800 block of Atlantic Ave,0,6,0,0,1
2574,2586,1157733,2018-07-05,Ohio,Lima,1440 Bellefontaine Ave,1,5,0,0,0
2575,2587,1155906,2018-07-04,Georgia,Atlanta,5456 E Fayetteville Rd,1,3,0,0,0
2576,2588,1155567,2018-07-03,Missouri,Saint Louis,1700 block of Billups Ave,1,5,0,0,0
2577,2589,1154998,2018-07-03,District of Columbia,Washington,1700 block of Benning Rd NE,0,4,0,0,0
2578,2590,1154558,2018-07-02,New York,Buffalo,Grape St,2,2,0,0,1
2579,2591,1153997,2018-07-01,Illinois,Chicago,3400 block of W Walnut Ave,0,6,0,0,0
2580,2592,1153531,2018-06-30,Maryland,Baltimore,4000 block of Penhurst Ave,0,6,0,0,0
2581,2593,1153134,2018-06-30,Georgia,Ashburn,800 Block of W. Washington,1,6,0,0,2
2582,2594,1153471,2018-06-30,New Jersey,Jersey City,Lexington Ave and John F Kennedy Blvd,0,5,0,0,1
2583,2595,1151584,2018-06-28,Maryland,Annapolis,888 Bestgate Rd,5,0,0,0,1
2584,2596,1151355,2018-06-27,California,Oakland,8901 MacArthur Boulevard,1,3,0,0,0
2585,2597,1151527,2018-06-27,Texas,San Antonio,100 block of Holly Street,0,4,0,0,1
2586,2598,1151373,2018-06-27,Connecticut,Hartford,124 Hillside Ave,0,4,0,0,0
2587,2599,1149910,2018-06-25,Illinois,Chicago,3900 block of S Vincennes Ave,0,6,0,0,0
2588,2600,1148468,2018-06-24,North Carolina,Sanford,109 S Steele St,1,5,0,1,1
2589,2601,1148678,2018-06-24,Florida,Punta Gorda,2450 Harbour Dr,0,4,0,0,0
2590,2602,1148647,2018-06-24,Florida,Indiantown,17068 SW Palm Beach St,0,4,0,0,0
2591,2603,1149173,2018-06-24,Florida,Palm Beach Gardens (Riviera Beach),1200 block of W 35th St,1,3,0,0,0
2592,2604,1149463,2018-06-24,Indiana,Gary,2500 block of Harrison Street,1,3,0,0,0
2593,2605,1148596,2018-06-24,Ohio,Sandusky,1504 Milan Rd,0,5,0,0,0
2594,2606,1148042,2018-06-23,Kansas,Wichita,1403 Harding  St,0,4,0,0,0
2595,2607,1147720,2018-06-23,Illinois,Chicago,100 block of East 51st St,1,4,0,0,0
2596,2608,1161366,2018-06-23,Tennessee,Covington,319 N High St,0,4,0,0,0
2597,2609,1147323,2018-06-22,Pennsylvania,Homestead (Munhall),1324 Margaret St,1,3,0,0,0
2598,2610,1146968,2018-06-21,California,San Bernardino,279 W Base Line,1,3,0,0,0
2599,2611,1146760,2018-06-21,Louisiana,Morganza,Deaton Ln,0,4,0,0,0
2600,2612,1146547,2018-06-21,Illinois,Chicago,6500 block of S Claremont Ave,0,4,0,0,0
2601,2613,1145709,2018-06-20,California,Modesto,2300 block of West Hatch Road,0,5,0,0,0
2602,2614,1145881,2018-06-19,Alabama,Huntsville,905 Lee Dr NW,0,4,0,0,1
2603,2615,1144852,2018-06-18,Illinois,Bloomington,311 Riley Dr,3,1,0,0,1
2604,2616,1143558,2018-06-18,Illinois,Chicago,1300 block of S Loomis St,2,3,0,0,0
2605,2617,1143135,2018-06-17,North Carolina,Charlotte,3215 Queen City Dr,0,4,0,0,0
2606,2618,1142789,2018-06-17,New Jersey,Trenton,635 S Clinton Ave,0,17,1,2,2
2607,2619,1143081,2018-06-17,Georgia,Macon,325 Edgewood Ln,1,3,0,0,1
2608,2620,1143524,2018-06-17,Illinois,Chicago,2200 block of S Sacramento Ave,0,4,0,0,0
2609,2621,1141645,2018-06-14,California,Union City,32992 Mission Blvd,0,5,0,0,0
2610,2622,1141745,2018-06-14,New York,Buffalo,Marigold Ave,1,4,0,0,0
2611,2623,1141943,2018-06-14,California,Tracy,West 6th Street,1,4,0,0,1
2612,2624,1141108,2018-06-14,Colorado,Westminster,5150 W 80th Ave,1,3,0,0,1
2613,2625,1142145,2018-06-14,Pennsylvania,Philadelphia,400 block of Penn St,0,4,0,0,0
2614,2626,1139320,2018-06-12,New York,Bronx,W 166th St and  Summit Ave,0,4,0,0,0
2615,2627,1139176,2018-06-11,Alabama,Montgomery,3220 block of Virginia Pines Ln,0,4,0,0,3
2616,2628,1138324,2018-06-11,Florida,Orlando,4932 Eaglesmere Dr,5,0,1,0,0
2617,2629,1137435,2018-06-10,California,Valley Village,12719 Tiara St,0,6,0,0,0
2618,2630,1137586,2018-06-10,Indiana,Indianapolis (Lawrence),4745 N Richardt Ave,1,4,0,0,1
2619,2631,1137547,2018-06-10,Illinois,Aurora,300 block of W Park Ave,0,7,0,0,0
2620,2632,1137600,2018-06-10,Florida,Bradenton,5627 14th St W,1,5,0,0,2
2621,2633,1137473,2018-06-10,Illinois,Chicago,6400 block of S Eberhart Ave,1,5,0,0,0
2622,2634,1137848,2018-06-10,Illinois,Bloomington,1200 block of Orchard Rd,2,2,0,0,1
2623,2635,1137737,2018-06-09,North Carolina,Kannapolis,1709 S Cannon Blvd,0,4,0,0,0
2624,2636,1136928,2018-06-09,Massachusetts,Boston,14 Copeland St,0,4,0,0,1
2625,2637,1137402,2018-06-09,Pennsylvania,Philadelphia,2000 block of 20th St,1,4,0,0,0
2626,2638,1134378,2018-06-05,Florida,Jacksonville,Town Center Pkwy,3,1,0,0,0
2627,2639,1132408,2018-06-03,Texas,Dallas,4500 Spring Ave,0,5,0,0,0
2628,2640,1131909,2018-06-03,Illinois,Chicago,1200 block of W 73rd Pl,1,3,0,0,0
2629,2641,1131855,2018-06-02,Nebraska,Omaha,S 11th St and Farnam St,1,6,0,0,1
2630,2642,1132050,2018-06-02,New York,Buffalo,Strauss Street,0,5,0,0,0
2631,2643,1129432,2018-05-31,South Carolina,Timmonsville,544 Chaney Grove Rd,3,2,0,0,1
2632,2644,1126712,2018-05-27,Louisiana,Shreveport,857 E Stoner Ave,0,4,0,0,1
2633,2645,1126434,2018-05-27,Colorado,Aurora,15373 E 6th Ave,1,3,0,0,0
2634,2646,1124777,2018-05-25,Ohio,Cincinnati,1000 block of Ross Avenue,0,4,0,0,1
2635,2647,1122728,2018-05-20,Indiana,Anderson,1604 Madison Ave,0,4,0,0,0
2636,2648,1121111,2018-05-20,Mississippi,Hazlehurst,513 Monticello St,1,7,0,0,2
2637,2649,1118785,2018-05-18,Texas,Santa Fe,16000 Hwy 6,10,13,0,0,1
2638,2650,1116705,2018-05-16,Texas,Ponder,610 Lone Star Park Ln,4,1,1,0,0
2639,2651,1115110,2018-05-14,Maryland,Baltimore,2020 Etting St,0,4,0,0,0
2640,2652,1114725,2018-05-13,California,Los Angeles,365 W Manchester Avenue,2,2,0,0,1
2641,2653,1115051,2018-05-13,California,Stockton,2436 Belleview St,3,2,0,0,0
2642,2654,1114402,2018-05-13,Mississippi,Byhalia,French Rd and Berta Rd,0,4,0,0,1
2643,2655,1114276,2018-05-12,Nebraska,Omaha,3201 Decatur St,0,6,0,0,0
2644,2656,1113538,2018-05-12,New Jersey,Paulsboro,275 W Buck St,0,4,0,0,0
2645,2657,1113737,2018-05-11,Missouri,Saint Louis,4800 block of Farlin Ave,0,4,0,0,0
2646,2658,1112948,2018-05-11,Oklahoma,Talihina,2nd St and Dallas St,0,4,1,0,0
2647,2659,1111950,2018-05-09,Missouri,Saint Louis,5200 block of Minerva Avenue,0,4,0,0,0
2648,2660,1111649,2018-05-09,Nebraska,Omaha,Sahler St and N 48th St,0,4,0,0,0
2649,2661,1110399,2018-05-07,California,San Diego,15th St and J St,0,5,0,0,0
2650,2662,1108856,2018-05-06,Oklahoma,Stillwater,2020 East Lakeview Road,0,4,0,0,0
2651,2663,1109322,2018-05-06,Tennessee,Memphis,499 N Watkins St,2,4,0,0,1
2652,2664,1108879,2018-05-05,Georgia,Columbus,4944 Sentry Street,0,5,0,0,1
